OLT,Tarjeta,Puerto,Clientes afectados,Hora de afectación,CLASE
mbo-bvis-olt-03,7,8,1,4:52 p.m.,Puntual
mbo-bvis-olt-05,7,3,15,3:19 am,Masivo
mbo-call-olt-02,5,11,5,2:59 pm,Puntual
mbo-bvis-olt-03,3,7,25,11:27 pm,Masivo
flc-coro-olt-01,2,4,3,6:07 am,Puntual
flc-coro-olt-01,4,6,11,3:35 am,Masivo
mbo-pomo-olt-00,3,11,5,12:00 p.m.,Puntual
mbo-call-olt-05,7,10,21,2:19 am,Masivo
flc-coro-olt-04,6,5,14,8:20 p.m.,Masivo
mbo-bvis-olt-03,6,10,15,3:46 pm,Masivo
mbo-bvis-olt-05,6,4,25,9:02 a.m.,Masivo
mbo-lpue-olt-00,1,2,10,7:05 a.m.,Masivo
flc-coro-olt-04,6,12,14,6:02 am,Masivo
mbo-bvis-olt-03,1,15,25,8:10 pm,Masivo
mbo-bvis-olt-03,3,2,9,12:06 pm,Masivo
mbo-bvis-olt-03,7,12,19,4:25 am,Masivo
mbo-bvis-olt-01,3,3,5,3:21 am,Puntual
flc-coro-olt-04,6,0,11,1:59 am,Masivo
mbo-bvis-olt-03,7,13,12,5:09 am,Masivo
flc-coro-olt-01,5,4,3,10:43 am,Puntual
mbo-pomo-olt-00,3,14,3,11:16 pm,Puntual
mbo-bvis-olt-03,7,2,2,8:50 a.m.,Puntual
mbo-lpue-olt-00,5,8,8,6:42 pm,Masivo
mbo-call-olt-02,1,13,34,3:54 am,Masivo
mbo-pomo-olt-00,1,7,6,7:41 am,Masivo
mbo-lpue-olt-00,1,2,49,7:32 p.m.,Masivo
mbo-bvis-olt-05,5,3,3,5:57 pm,Puntual
flc-coro-olt-01,3,11,15,4:55 am,Masivo
mbo-call-olt-02,2,15,5,3:28 pm,Puntual
mbo-bvis-olt-03,2,4,5,8:23 pm,Puntual
flc-coro-olt-04,4,7,12,1:31 p.m.,Masivo
mbo-lpue-olt-00,4,7,2,5:38 p.m.,Puntual
flc-coro-olt-04,6,12,22,1:01 am,Masivo
mbo-lpue-olt-00,5,0,25,3:35 p.m.,Masivo
mbo-call-olt-02,3,9,22,8:14 pm,Masivo
mbo-pomo-olt-00,1,15,25,1:32 am,Masivo
mbo-call-olt-05,2,2,38,11:53 pm,Masivo
mbo-lpue-olt-00,4,2,32,5:08 pm,Masivo
flc-coro-olt-04,3,1,13,5:41 am,Masivo
flc-coro-olt-04,2,1,2,6:28 pm,Puntual
mbo-bvis-olt-03,3,1,6,9:20 am,Masivo
mbo-call-olt-02,7,6,32,5:21 am,Masivo
flc-coro-olt-01,6,5,1,11:00 p.m.,Puntual
mbo-call-olt-02,1,10,2,9:06 a.m.,Puntual
mbo-call-olt-05,5,7,8,4:33 pm,Masivo
mbo-lpue-olt-00,2,0,7,5:20 pm,Masivo
mbo-bvis-olt-03,2,0,3,2:49 pm,Puntual
flc-coro-olt-01,3,15,1,4:45 pm,Puntual
mbo-bvis-olt-05,6,15,1,9:47 am,Puntual
mbo-call-olt-05,3,11,13,1:41 am,Masivo
mbo-bvis-olt-03,7,10,3,3:07 a.m.,Puntual
mbo-call-olt-02,3,12,14,1:08 am,Masivo
mbo-lpue-olt-00,7,10,32,6:50 am,Masivo
flc-coro-olt-04,6,4,2,7:31 pm,Puntual
mbo-call-olt-02,1,2,7,12:26 pm,Masivo
mbo-bvis-olt-05,6,11,4,8:39 pm,Puntual
mbo-lpue-olt-00,2,13,5,5:18 p.m.,Puntual
mbo-bvis-olt-01,5,13,12,12:16 p.m.,Masivo
flc-coro-olt-04,5,10,2,4:47 a.m.,Puntual
mbo-pomo-olt-00,5,10,5,9:42 am,Puntual
mbo-call-olt-02,3,15,5,10:01 pm,Puntual
flc-coro-olt-04,7,13,1,9:37 am,Puntual
flc-coro-olt-01,1,7,55,6:48 am,Masivo
mbo-call-olt-02,7,1,14,4:44 pm,Masivo
mbo-pomo-olt-00,3,4,2,3:35 a.m.,Puntual
mbo-bvis-olt-05,6,0,4,9:13 am,Puntual
mbo-call-olt-05,5,1,30,10:47 am,Masivo
flc-coro-olt-01,1,7,26,7:32 a.m.,Masivo
mbo-pomo-olt-00,3,11,5,11:03 am,Puntual
mbo-bvis-olt-03,4,0,1,11:01 pm,Puntual
mbo-bvis-olt-03,7,10,58,4:11 am,Masivo
flc-coro-olt-04,4,0,4,8:09 am,Puntual
flc-coro-olt-01,1,0,18,8:57 pm,Masivo
mbo-bvis-olt-05,5,6,60,4:08 p.m.,Masivo
mbo-call-olt-02,5,5,3,4:13 pm,Puntual
mbo-call-olt-02,5,14,1,8:37 a.m.,Puntual
flc-coro-olt-04,5,2,6,4:03 a.m.,Masivo
mbo-call-olt-05,5,11,26,10:02 am,Masivo
mbo-call-olt-02,6,1,12,8:01 am,Masivo
mbo-lpue-olt-00,2,4,12,5:02 pm,Masivo
mbo-call-olt-05,5,11,4,11:50 am,Puntual
flc-coro-olt-01,3,14,5,8:47 pm,Puntual
mbo-lpue-olt-00,7,10,13,11:15 am,Masivo
flc-coro-olt-04,1,4,1,4:18 a.m.,Puntual
mbo-bvis-olt-03,6,13,2,9:21 pm,Puntual
mbo-bvis-olt-05,2,15,3,10:50 p.m.,Puntual
flc-coro-olt-04,7,6,56,7:32 pm,Masivo
mbo-bvis-olt-05,7,11,3,12:08 am,Puntual
flc-coro-olt-01,5,7,7,6:57 a.m.,Masivo
mbo-bvis-olt-05,3,5,4,10:43 pm,Puntual
mbo-lpue-olt-00,7,14,6,1:23 am,Masivo
mbo-bvis-olt-03,7,6,53,10:42 am,Masivo
mbo-bvis-olt-03,5,15,28,8:49 am,Masivo
mbo-call-olt-02,4,11,15,7:54 a.m.,Masivo
mbo-bvis-olt-03,1,10,4,5:43 pm,Puntual
mbo-bvis-olt-01,4,9,2,11:03 am,Puntual
flc-coro-olt-01,5,2,7,8:02 a.m.,Masivo
flc-coro-olt-01,4,7,15,4:08 pm,Masivo
flc-coro-olt-04,6,1,2,5:52 pm,Puntual
mbo-lpue-olt-00,6,14,5,5:11 p.m.,Puntual
mbo-call-olt-05,3,5,3,11:57 p.m.,Puntual
mbo-bvis-olt-01,6,8,4,10:45 am,Puntual
mbo-bvis-olt-05,2,5,15,11:25 pm,Masivo
flc-coro-olt-01,3,14,33,9:58 p.m.,Masivo
mbo-bvis-olt-05,3,6,17,5:15 a.m.,Masivo
mbo-bvis-olt-01,1,4,3,9:19 p.m.,Puntual
mbo-bvis-olt-05,6,4,4,4:42 pm,Puntual
mbo-bvis-olt-03,1,3,25,10:22 a.m.,Masivo
mbo-call-olt-05,4,13,30,7:53 am,Masivo
mbo-pomo-olt-00,5,11,5,11:10 am,Puntual
mbo-bvis-olt-03,4,2,8,2:53 pm,Masivo
mbo-bvis-olt-01,2,1,39,3:08 pm,Masivo
mbo-call-olt-05,5,2,3,7:49 am,Puntual
mbo-bvis-olt-01,3,8,7,4:32 a.m.,Masivo
mbo-bvis-olt-03,3,0,25,5:31 am,Masivo
flc-coro-olt-04,2,7,3,7:45 p.m.,Puntual
mbo-bvis-olt-03,5,14,4,2:24 a.m.,Puntual
mbo-pomo-olt-00,2,6,3,5:18 p.m.,Puntual
mbo-bvis-olt-03,6,1,38,4:13 pm,Masivo
mbo-lpue-olt-00,4,6,4,2:28 a.m.,Puntual
flc-coro-olt-01,2,2,4,11:22 a.m.,Puntual
flc-coro-olt-04,6,11,10,2:15 pm,Masivo
mbo-bvis-olt-05,1,4,4,2:24 pm,Puntual
mbo-bvis-olt-03,2,10,7,11:34 am,Masivo
mbo-lpue-olt-00,7,7,2,6:59 am,Puntual
flc-coro-olt-01,5,15,9,1:48 am,Masivo
mbo-pomo-olt-00,4,9,22,6:03 a.m.,Masivo
mbo-call-olt-02,1,6,3,2:18 am,Puntual
flc-coro-olt-01,6,5,4,6:48 am,Puntual
mbo-bvis-olt-01,4,14,50,9:45 p.m.,Masivo
flc-coro-olt-01,3,13,25,4:40 pm,Masivo
mbo-call-olt-02,6,2,3,3:59 p.m.,Puntual
flc-coro-olt-01,1,7,6,5:59 pm,Masivo
mbo-call-olt-05,2,2,9,4:44 pm,Masivo
mbo-bvis-olt-05,6,0,15,10:15 am,Masivo
mbo-call-olt-05,4,5,19,8:51 am,Masivo
mbo-call-olt-02,2,6,8,6:26 am,Masivo
mbo-bvis-olt-01,2,2,5,3:53 pm,Puntual
mbo-bvis-olt-03,7,3,2,5:52 p.m.,Puntual
mbo-call-olt-05,4,10,7,2:59 am,Masivo
flc-coro-olt-04,2,8,4,7:11 am,Puntual
mbo-pomo-olt-00,1,10,34,7:39 am,Masivo
mbo-lpue-olt-00,4,8,5,5:58 am,Puntual
mbo-call-olt-05,5,11,58,12:06 p.m.,Masivo
flc-coro-olt-04,6,12,11,11:31 a.m.,Masivo
flc-coro-olt-01,2,10,34,8:58 am,Masivo
flc-coro-olt-04,3,13,13,5:36 am,Masivo
mbo-bvis-olt-05,6,9,21,6:46 pm,Masivo
mbo-bvis-olt-05,4,7,3,7:34 am,Puntual
mbo-call-olt-05,3,8,6,7:35 am,Masivo
mbo-bvis-olt-03,6,8,49,1:48 am,Masivo
mbo-pomo-olt-00,5,11,43,3:20 a.m.,Masivo
flc-coro-olt-04,6,2,2,4:28 pm,Puntual
flc-coro-olt-01,5,8,32,5:23 am,Masivo
mbo-lpue-olt-00,3,14,4,10:31 am,Puntual
mbo-bvis-olt-03,4,8,3,2:07 am,Puntual
mbo-bvis-olt-03,3,12,6,8:55 pm,Masivo
mbo-call-olt-05,1,4,5,10:04 p.m.,Puntual
mbo-lpue-olt-00,2,9,8,7:04 pm,Masivo
mbo-bvis-olt-03,6,12,3,4:51 am,Puntual
mbo-call-olt-02,5,5,7,12:38 am,Masivo
mbo-call-olt-02,7,10,6,9:00 am,Masivo
mbo-lpue-olt-00,5,8,5,6:37 am,Puntual
mbo-bvis-olt-03,5,4,27,8:07 a.m.,Masivo
mbo-lpue-olt-00,1,13,31,1:01 pm,Masivo
flc-coro-olt-04,7,8,14,1:00 am,Masivo
mbo-bvis-olt-03,1,14,4,1:42 am,Puntual
mbo-bvis-olt-01,1,3,4,3:40 am,Puntual
mbo-lpue-olt-00,3,2,4,11:44 pm,Puntual
mbo-lpue-olt-00,3,9,12,5:32 pm,Masivo
mbo-call-olt-02,2,11,24,1:32 pm,Masivo
mbo-bvis-olt-03,7,7,2,4:16 pm,Puntual
mbo-lpue-olt-00,3,10,1,6:48 a.m.,Puntual
flc-coro-olt-01,6,9,8,4:45 p.m.,Masivo
flc-coro-olt-01,5,1,1,8:32 p.m.,Puntual
mbo-call-olt-05,1,4,24,5:25 pm,Masivo
mbo-bvis-olt-03,7,12,59,5:48 a.m.,Masivo
mbo-pomo-olt-00,6,2,9,6:50 pm,Masivo
mbo-pomo-olt-00,5,3,3,9:40 p.m.,Puntual
mbo-call-olt-05,1,1,10,8:08 a.m.,Masivo
flc-coro-olt-01,3,13,14,5:26 p.m.,Masivo
mbo-pomo-olt-00,2,10,27,1:58 p.m.,Masivo
mbo-lpue-olt-00,4,15,11,10:16 pm,Masivo
mbo-bvis-olt-03,1,8,1,6:24 am,Puntual
mbo-bvis-olt-03,6,13,1,2:52 p.m.,Puntual
mbo-bvis-olt-05,7,12,25,1:00 p.m.,Masivo
flc-coro-olt-01,1,8,30,5:07 a.m.,Masivo
mbo-bvis-olt-05,5,0,31,3:49 a.m.,Masivo
flc-coro-olt-01,2,14,60,9:34 am,Masivo
mbo-bvis-olt-05,2,4,4,1:18 a.m.,Puntual
mbo-pomo-olt-00,2,15,2,6:28 am,Puntual
mbo-bvis-olt-05,7,12,26,5:42 a.m.,Masivo
mbo-bvis-olt-01,4,15,7,1:33 p.m.,Masivo
mbo-pomo-olt-00,5,4,27,6:01 am,Masivo
mbo-bvis-olt-05,2,11,2,3:10 pm,Puntual
flc-coro-olt-01,7,8,15,7:08 am,Masivo
mbo-call-olt-02,5,3,2,12:56 am,Puntual
mbo-call-olt-05,3,6,4,11:34 p.m.,Puntual
flc-coro-olt-01,2,14,9,8:00 pm,Masivo
mbo-call-olt-05,6,5,1,8:25 am,Puntual
mbo-bvis-olt-03,7,15,27,7:29 am,Masivo
mbo-bvis-olt-01,4,12,26,3:21 am,Masivo
mbo-bvis-olt-03,4,8,28,10:50 a.m.,Masivo
flc-coro-olt-01,6,8,13,5:25 a.m.,Masivo
flc-coro-olt-01,3,1,4,10:59 am,Puntual
mbo-pomo-olt-00,7,7,3,9:00 am,Puntual
mbo-lpue-olt-00,3,5,2,8:42 pm,Puntual
mbo-pomo-olt-00,4,7,1,8:11 am,Puntual
mbo-call-olt-05,1,12,17,4:26 a.m.,Masivo
mbo-bvis-olt-01,4,15,29,6:31 p.m.,Masivo
mbo-lpue-olt-00,5,1,14,8:19 am,Masivo
mbo-lpue-olt-00,6,2,9,3:13 p.m.,Masivo
mbo-call-olt-02,4,10,41,6:23 pm,Masivo
mbo-bvis-olt-03,4,15,36,10:31 am,Masivo
mbo-bvis-olt-01,3,4,1,11:26 a.m.,Puntual
mbo-bvis-olt-05,3,14,2,8:25 pm,Puntual
mbo-lpue-olt-00,1,6,27,12:15 am,Masivo
mbo-bvis-olt-01,3,2,1,4:27 am,Puntual
mbo-bvis-olt-05,4,14,10,7:11 am,Masivo
mbo-pomo-olt-00,1,3,49,5:05 am,Masivo
mbo-pomo-olt-00,5,7,15,11:56 am,Masivo
mbo-pomo-olt-00,1,1,19,8:38 am,Masivo
flc-coro-olt-01,3,12,1,6:50 pm,Puntual
mbo-pomo-olt-00,1,1,6,9:34 am,Masivo
mbo-bvis-olt-05,4,1,14,7:58 pm,Masivo
mbo-bvis-olt-01,1,10,44,10:15 am,Masivo
flc-coro-olt-01,1,15,27,7:33 am,Masivo
mbo-call-olt-02,2,8,9,12:37 pm,Masivo
flc-coro-olt-01,1,14,14,5:14 am,Masivo
mbo-lpue-olt-00,1,5,34,6:32 am,Masivo
flc-coro-olt-04,5,3,4,12:18 pm,Puntual
mbo-bvis-olt-01,2,2,2,7:40 am,Puntual
mbo-call-olt-02,5,5,9,2:52 pm,Masivo
mbo-bvis-olt-03,2,0,7,6:22 am,Masivo
mbo-call-olt-05,6,4,11,9:10 am,Masivo
mbo-lpue-olt-00,1,9,5,5:19 am,Puntual
mbo-bvis-olt-03,4,9,10,5:31 pm,Masivo
flc-coro-olt-04,5,5,32,1:16 pm,Masivo
mbo-call-olt-02,3,10,47,8:49 am,Masivo
mbo-bvis-olt-03,6,6,9,4:48 p.m.,Masivo
flc-coro-olt-01,3,2,2,9:09 pm,Puntual
mbo-call-olt-05,2,12,4,2:14 am,Puntual
flc-coro-olt-04,2,15,6,3:06 a.m.,Masivo
flc-coro-olt-01,3,0,8,7:29 pm,Masivo
mbo-lpue-olt-00,4,7,28,4:21 pm,Masivo
flc-coro-olt-04,1,6,13,4:25 p.m.,Masivo
mbo-pomo-olt-00,7,0,33,9:09 am,Masivo
flc-coro-olt-04,7,7,5,8:37 pm,Puntual
mbo-pomo-olt-00,6,12,17,6:12 pm,Masivo
mbo-bvis-olt-01,5,2,11,7:26 am,Masivo
mbo-call-olt-05,4,3,21,6:48 am,Masivo
mbo-pomo-olt-00,6,6,10,1:41 a.m.,Masivo
mbo-call-olt-05,5,12,6,2:27 pm,Masivo
mbo-bvis-olt-05,6,11,1,4:34 a.m.,Puntual
mbo-call-olt-02,5,10,54,5:37 a.m.,Masivo
mbo-pomo-olt-00,1,5,32,12:27 pm,Masivo
flc-coro-olt-04,1,11,8,7:01 am,Masivo
mbo-pomo-olt-00,5,9,1,6:20 am,Puntual
mbo-bvis-olt-03,7,13,27,3:09 pm,Masivo
flc-coro-olt-04,1,5,5,2:30 am,Puntual
mbo-pomo-olt-00,1,7,4,12:44 p.m.,Puntual
mbo-lpue-olt-00,4,6,24,12:50 am,Masivo
flc-coro-olt-04,5,14,43,3:29 am,Masivo
mbo-pomo-olt-00,3,0,25,9:15 p.m.,Masivo
flc-coro-olt-01,4,12,4,5:34 a.m.,Puntual
mbo-call-olt-02,1,10,8,5:34 p.m.,Masivo
mbo-bvis-olt-01,3,8,4,9:41 pm,Puntual
mbo-bvis-olt-01,4,0,60,5:08 am,Masivo
mbo-bvis-olt-03,4,1,15,7:42 p.m.,Masivo
mbo-bvis-olt-03,6,6,12,2:51 pm,Masivo
mbo-bvis-olt-03,1,14,4,8:14 p.m.,Puntual
flc-coro-olt-01,7,9,15,8:28 pm,Masivo
mbo-lpue-olt-00,5,6,8,12:43 am,Masivo
mbo-call-olt-05,2,0,7,1:31 pm,Masivo
mbo-bvis-olt-01,7,13,3,10:13 pm,Puntual
mbo-call-olt-05,2,14,33,1:09 pm,Masivo
mbo-bvis-olt-03,3,13,8,7:34 pm,Masivo
mbo-call-olt-02,2,2,5,11:47 pm,Puntual
flc-coro-olt-01,7,5,5,11:54 am,Puntual
mbo-pomo-olt-00,6,10,12,11:16 a.m.,Masivo
mbo-call-olt-05,5,5,1,5:08 am,Puntual
mbo-pomo-olt-00,5,1,2,4:15 pm,Puntual
mbo-bvis-olt-03,3,3,4,8:33 am,Puntual
mbo-call-olt-05,1,10,12,3:22 p.m.,Masivo
mbo-bvis-olt-01,6,9,49,7:27 a.m.,Masivo
mbo-pomo-olt-00,1,15,23,7:20 am,Masivo
mbo-bvis-olt-01,3,0,22,3:12 a.m.,Masivo
mbo-bvis-olt-01,7,1,55,8:09 a.m.,Masivo
mbo-bvis-olt-03,2,7,59,9:43 am,Masivo
flc-coro-olt-04,2,0,45,6:03 am,Masivo
flc-coro-olt-01,3,1,2,12:53 am,Puntual
mbo-bvis-olt-03,7,6,2,8:33 pm,Puntual
mbo-bvis-olt-03,4,2,26,12:49 pm,Masivo
mbo-bvis-olt-05,7,1,2,6:51 pm,Puntual
flc-coro-olt-01,3,14,4,2:52 pm,Puntual
mbo-pomo-olt-00,1,3,41,10:19 am,Masivo
mbo-bvis-olt-05,2,12,15,12:05 am,Masivo
mbo-bvis-olt-05,4,6,3,1:20 pm,Puntual
mbo-pomo-olt-00,7,7,5,3:36 pm,Puntual
mbo-pomo-olt-00,4,15,2,4:08 pm,Puntual
flc-coro-olt-01,2,0,3,4:36 am,Puntual
mbo-lpue-olt-00,4,5,54,5:46 pm,Masivo
flc-coro-olt-04,7,3,1,5:32 am,Puntual
mbo-bvis-olt-01,7,10,1,12:10 am,Puntual
mbo-bvis-olt-03,4,14,8,2:40 am,Masivo
flc-coro-olt-04,3,2,2,3:35 pm,Puntual
mbo-bvis-olt-01,3,0,1,3:41 a.m.,Puntual
mbo-pomo-olt-00,5,2,22,11:02 pm,Masivo
flc-coro-olt-04,2,8,3,5:19 a.m.,Puntual
mbo-bvis-olt-01,5,2,3,1:23 pm,Puntual
mbo-call-olt-02,3,6,11,11:07 p.m.,Masivo
mbo-call-olt-02,1,9,11,6:28 am,Masivo
mbo-bvis-olt-05,3,15,4,9:03 pm,Puntual
mbo-lpue-olt-00,5,13,32,10:30 am,Masivo
mbo-call-olt-02,6,3,3,12:51 am,Puntual
flc-coro-olt-04,7,0,13,7:21 am,Masivo
mbo-call-olt-02,4,12,5,11:19 a.m.,Puntual
flc-coro-olt-01,2,14,6,7:38 am,Masivo
flc-coro-olt-01,7,6,3,1:12 pm,Puntual
mbo-lpue-olt-00,7,3,4,9:40 am,Puntual
flc-coro-olt-01,1,6,23,11:33 pm,Masivo
mbo-pomo-olt-00,3,4,2,9:27 pm,Puntual
mbo-bvis-olt-01,1,15,14,2:49 am,Masivo
mbo-lpue-olt-00,4,15,3,1:29 pm,Puntual
mbo-call-olt-02,1,3,10,3:45 pm,Masivo
mbo-bvis-olt-03,7,8,8,4:31 pm,Masivo
mbo-pomo-olt-00,1,10,10,7:54 am,Masivo
mbo-call-olt-02,1,7,7,8:51 pm,Masivo
mbo-bvis-olt-05,5,1,1,12:01 pm,Puntual
flc-coro-olt-01,3,14,1,5:12 am,Puntual
mbo-pomo-olt-00,6,2,3,8:10 p.m.,Puntual
mbo-lpue-olt-00,2,2,25,12:33 a.m.,Masivo
mbo-bvis-olt-03,5,15,2,12:23 p.m.,Puntual
mbo-bvis-olt-03,5,13,24,10:40 p.m.,Masivo
flc-coro-olt-04,7,3,3,6:57 pm,Puntual
flc-coro-olt-01,3,7,9,6:41 am,Masivo
mbo-call-olt-02,2,8,31,11:09 pm,Masivo
mbo-pomo-olt-00,1,12,5,7:11 p.m.,Puntual
mbo-lpue-olt-00,2,4,4,3:43 a.m.,Puntual
flc-coro-olt-01,3,0,12,7:09 a.m.,Masivo
mbo-pomo-olt-00,1,11,3,11:31 am,Puntual
mbo-bvis-olt-01,7,1,19,7:24 p.m.,Masivo
mbo-pomo-olt-00,5,13,23,6:55 am,Masivo
flc-coro-olt-01,4,1,1,4:19 am,Puntual
mbo-call-olt-02,5,7,2,10:47 p.m.,Puntual
mbo-lpue-olt-00,2,13,5,4:08 am,Puntual
mbo-bvis-olt-05,2,4,31,7:56 pm,Masivo
mbo-pomo-olt-00,5,8,1,6:52 pm,Puntual
mbo-bvis-olt-05,4,0,36,7:20 am,Masivo
mbo-call-olt-02,2,6,10,6:16 p.m.,Masivo
mbo-pomo-olt-00,5,10,25,8:20 am,Masivo
mbo-call-olt-02,2,15,14,2:53 pm,Masivo
mbo-call-olt-02,5,0,12,3:37 a.m.,Masivo
mbo-pomo-olt-00,6,12,9,7:50 am,Masivo
mbo-lpue-olt-00,6,8,4,7:54 pm,Puntual
mbo-lpue-olt-00,2,7,9,6:37 am,Masivo
flc-coro-olt-01,4,11,22,4:55 pm,Masivo
mbo-call-olt-05,2,10,44,4:04 p.m.,Masivo
flc-coro-olt-01,3,15,7,12:54 a.m.,Masivo
flc-coro-olt-01,4,12,3,5:15 am,Puntual
mbo-bvis-olt-05,2,4,2,1:59 am,Puntual
mbo-call-olt-02,7,14,5,12:44 am,Puntual
mbo-lpue-olt-00,2,2,15,12:43 pm,Masivo
flc-coro-olt-04,7,3,14,9:46 am,Masivo
mbo-call-olt-05,3,8,2,2:58 pm,Puntual
mbo-bvis-olt-03,4,13,24,1:38 p.m.,Masivo
flc-coro-olt-04,7,7,26,7:07 am,Masivo
mbo-bvis-olt-03,6,4,4,12:55 pm,Puntual
mbo-bvis-olt-01,3,1,3,4:46 pm,Puntual
mbo-lpue-olt-00,6,11,7,4:24 am,Masivo
flc-coro-olt-01,5,4,4,5:12 pm,Puntual
mbo-call-olt-02,3,0,5,6:16 p.m.,Puntual
mbo-bvis-olt-05,5,10,45,11:31 pm,Masivo
mbo-call-olt-05,7,4,3,4:15 a.m.,Puntual
mbo-bvis-olt-05,4,13,21,12:08 am,Masivo
flc-coro-olt-04,1,10,14,8:39 am,Masivo
mbo-bvis-olt-03,7,12,2,2:39 p.m.,Puntual
flc-coro-olt-01,5,6,5,9:44 am,Puntual
mbo-pomo-olt-00,2,6,4,8:11 pm,Puntual
flc-coro-olt-04,2,13,16,12:59 a.m.,Masivo
mbo-bvis-olt-05,6,14,9,8:08 am,Masivo
mbo-lpue-olt-00,3,9,5,11:39 a.m.,Puntual
flc-coro-olt-01,7,3,29,7:27 p.m.,Masivo
flc-coro-olt-01,3,6,1,6:16 am,Puntual
flc-coro-olt-01,2,2,7,3:06 pm,Masivo
mbo-lpue-olt-00,1,9,5,10:13 a.m.,Puntual
mbo-call-olt-02,7,10,25,8:44 am,Masivo
flc-coro-olt-04,4,7,9,11:07 am,Masivo
flc-coro-olt-01,6,1,10,4:23 a.m.,Masivo
mbo-bvis-olt-03,3,9,5,11:29 pm,Puntual
mbo-call-olt-05,7,4,36,8:23 a.m.,Masivo
mbo-call-olt-02,4,8,1,9:52 pm,Puntual
mbo-bvis-olt-01,6,1,2,11:29 p.m.,Puntual
mbo-call-olt-02,5,0,5,2:41 p.m.,Puntual
mbo-pomo-olt-00,1,2,13,7:48 pm,Masivo
mbo-bvis-olt-01,3,14,5,9:42 am,Puntual
mbo-bvis-olt-05,2,2,32,5:52 am,Masivo
mbo-bvis-olt-01,6,3,1,6:03 a.m.,Puntual
flc-coro-olt-01,1,2,10,5:17 am,Masivo
flc-coro-olt-01,4,15,15,1:14 p.m.,Masivo
mbo-bvis-olt-01,7,14,3,5:06 am,Puntual
mbo-bvis-olt-01,5,0,9,3:44 pm,Masivo
flc-coro-olt-04,6,0,13,6:20 pm,Masivo
mbo-lpue-olt-00,2,6,5,2:24 pm,Puntual
flc-coro-olt-04,2,12,6,6:59 pm,Masivo
mbo-call-olt-05,5,0,1,11:37 p.m.,Puntual
flc-coro-olt-04,4,9,4,1:54 p.m.,Puntual
mbo-call-olt-02,3,13,14,7:49 pm,Masivo
mbo-bvis-olt-05,1,1,18,9:33 pm,Masivo
mbo-call-olt-02,4,5,10,5:38 p.m.,Masivo
mbo-bvis-olt-03,3,5,3,5:56 am,Puntual
mbo-pomo-olt-00,5,11,10,5:43 am,Masivo
mbo-lpue-olt-00,4,13,2,8:01 am,Puntual
mbo-call-olt-05,1,12,14,3:07 p.m.,Masivo
mbo-lpue-olt-00,2,7,23,9:52 p.m.,Masivo
mbo-bvis-olt-03,1,7,5,7:20 pm,Puntual
mbo-lpue-olt-00,4,8,23,10:58 am,Masivo
mbo-call-olt-02,6,0,18,4:24 p.m.,Masivo
mbo-bvis-olt-03,7,1,22,6:05 am,Masivo
mbo-lpue-olt-00,4,14,10,3:03 pm,Masivo
mbo-call-olt-05,3,8,48,5:15 p.m.,Masivo
mbo-call-olt-05,6,6,1,7:38 am,Puntual
mbo-pomo-olt-00,1,2,3,7:23 a.m.,Puntual
mbo-pomo-olt-00,4,14,15,6:30 pm,Masivo
mbo-call-olt-02,1,10,59,12:43 am,Masivo
mbo-pomo-olt-00,4,11,8,8:49 pm,Masivo
mbo-bvis-olt-01,3,3,1,10:24 am,Puntual
mbo-call-olt-02,2,15,2,9:35 a.m.,Puntual
mbo-call-olt-05,4,0,34,11:42 am,Masivo
mbo-lpue-olt-00,7,1,11,1:25 pm,Masivo
mbo-call-olt-05,3,0,18,4:33 am,Masivo
mbo-call-olt-02,4,10,13,3:37 am,Masivo
mbo-bvis-olt-03,6,5,24,8:48 p.m.,Masivo
mbo-bvis-olt-03,1,0,4,9:06 pm,Puntual
mbo-lpue-olt-00,2,0,15,10:33 a.m.,Masivo
mbo-pomo-olt-00,2,13,4,2:27 am,Puntual
mbo-bvis-olt-05,5,14,23,6:53 p.m.,Masivo
flc-coro-olt-01,5,9,1,1:10 pm,Puntual
flc-coro-olt-01,7,5,1,8:28 pm,Puntual
mbo-lpue-olt-00,7,6,28,2:47 pm,Masivo
mbo-pomo-olt-00,5,10,15,12:57 pm,Masivo
mbo-lpue-olt-00,1,11,1,1:03 p.m.,Puntual
mbo-bvis-olt-05,7,9,14,3:05 a.m.,Masivo
flc-coro-olt-04,1,15,2,1:28 p.m.,Puntual
mbo-pomo-olt-00,6,11,35,2:53 am,Masivo
mbo-bvis-olt-01,1,3,2,1:52 pm,Puntual
flc-coro-olt-04,5,14,2,6:52 a.m.,Puntual
flc-coro-olt-04,4,15,5,12:12 pm,Puntual
mbo-pomo-olt-00,4,5,2,9:19 pm,Puntual
mbo-pomo-olt-00,2,10,53,11:16 p.m.,Masivo
mbo-bvis-olt-01,1,2,64,9:07 pm,Masivo
flc-coro-olt-04,1,7,4,9:03 am,Puntual
mbo-bvis-olt-05,4,2,56,1:48 am,Masivo
mbo-bvis-olt-05,3,5,27,6:34 pm,Masivo
flc-coro-olt-04,5,8,9,8:16 am,Masivo
mbo-bvis-olt-03,3,12,11,10:38 p.m.,Masivo
mbo-bvis-olt-03,2,9,13,4:27 pm,Masivo
mbo-pomo-olt-00,7,3,4,1:59 am,Puntual
mbo-bvis-olt-03,4,14,5,2:11 am,Puntual
mbo-lpue-olt-00,4,5,18,2:28 pm,Masivo
